time_sec,raw_deg
1783235412.6008866,75.64
1783235412.610879,75.8
1783235412.6210237,76.01
1783235412.6309764,76.16
1783235412.6408598,76.33
1783235412.6563158,76.5
1783235412.660931,76.69
1783235412.6762772,76.88
1783235412.680946,77.02
1783235412.6910307,77.21000000000001
1783235412.7010279,77.38
1783235412.7110238,77.59
1783235412.7210288,77.76
1783235412.7309067,77.91
1783235412.7408743,78.09
1783235412.750976,78.27
1783235412.7609878,78.45
1783235412.7708519,78.60000000000001
1783235412.7809188,78.77
1783235412.7908962,78.93
1783235412.8009343,79.12
1783235412.8110013,79.28
1783235412.8208025,79.43
1783235412.8309107,79.60000000000001
1783235412.8409185,79.76
1783235412.8507795,79.95
1783235412.8706772,80.08
1783235412.8806474,80.21000000000001
1783235412.8906407,80.34
1783235412.900984,80.48
1783235412.910752,80.62
1783235412.9207327,80.7
1783235412.9307506,80.78
1783235412.940759,80.86
1783235412.9509325,80.95
1783235412.9610572,80.98
1783235412.9710436,80.98
1783235412.98094,80.98
1783235412.9908917,80.96000000000001
1783235413.0008981,80.94
1783235413.0107841,80.94
1783235413.0207543,80.94
1783235413.030809,80.94
1783235413.0407586,80.94
1783235413.0508015,80.94
1783235413.0609546,80.94
1783235413.076165,80.94
1783235413.0807648,80.94
1783235413.096259,80.94
1783235413.1008046,80.94
1783235413.1107497,80.94
1783235413.1209054,80.94
1783235413.130811,80.94
1783235413.130889,80.94
1783235413.1407802,80.94
1783235413.1510773,80.95
1783235413.160786,80.95
1783235413.1707687,80.95
1783235413.1810014,80.95
1783235413.190837,80.95
1783235413.2008553,80.95
1783235413.211199,80.95
1783235413.221062,80.95
1783235413.230964,80.95
1783235413.2408416,80.95
1783235413.2508304,80.95
1783235413.2610738,80.95
1783235413.271007,80.95
1783235413.2862628,80.95
1783235413.2962568,80.95
1783235413.3008354,80.95
1783235413.3163354,80.95
1783235413.3209805,80.95
1783235413.3311615,80.95
1783235413.341159,80.95
1783235413.3510985,80.95
1783235413.3609974,80.95
1783235413.370954,80.95
1783235413.3809745,80.95
1783235413.3908887,80.95
1783235413.4009948,80.95
1783235413.410829,80.95
1783235413.421055,80.95
1783235413.430766,80.95
